age,workclass,education,marital-status,race,sex,hours-per-week,income
24,Private,10,Married,Hispanic,Female,40,<=50K
38,Private,13,Single,White,Male,40,<=50K
37,Self-emp,9,Married,White,Male,60,>50K
26,Private,1,Married,White,Male,40,<=50K
30,Private,9,Single,White,Female,40,<=50K
73,Public,14,Married,White,Male,10,>50K
30,Private,9,Married,Black,Male,40,<=50K
33,Private,9,Married,White,Male,40,<=50K
46,Private,10,Married,White,Male,58,<=50K
?,?,9,Married,Black,Female,20,<=50K
18,Private,7,Single,White,Male,40,<=50K
35,Private,13,Married,White,Female,8,>50K
22,Private,9,Single,White,Female,40,<=50K
50,Self-emp,9,Married,Black,Male,60,<=50K
?,?,4,Married,Black,Male,40,<=50K
39,Self-emp,13,Married,White,Male,40,>50K
22,Private,10,Single,White,Male,40,<=50K
33,Private,9,Single,Black,Female,40,<=50K
31,Private,9,Single,Asian,Female,40,<=50K
29,Private,13,Single,White,Male,40,<=50K
?,Self-emp,10,Married,White,Male,45,>50K
24,Private,13,Single,White,Female,35,<=50K
29,Public,9,Single,White,Female,40,<=50K
49,Public,14,Married,White,Male,40,>50K
33,Private,4,Married,White,Male,40,<=50K
28,Private,9,Single,White,Male,48,<=50K
22,Private,13,Single,White,Female,60,<=50K
37,Private,9,Married,White,Male,40,<=50K
30,Private,9,Married,White,Male,50,<=50K
49,Private,4,Married,White,Male,40,<=50K
29,Private,9,Married,White,Male,40,<=50K
25,Private,9,Single,White,Female,40,<=50K
36,Private,9,Married,White,Female,40,<=50K
36,Public,16,Single,White,Male,45,<=50K
21,Private,9,Single,White,Male,22,<=50K
18,Private,10,Single,White,Female,30,<=50K
30,Public,11,Single,White,Male,40,<=50K
44,Private,10,Single,Black,Female,40,<=50K
40,Private,10,Married,White,Male,50,<=50K
43,Private,9,Married,White,Male,44,<=50K
45,Private,13,Married,White,Male,50,>50K
?,Private,10,Married,Asian,Female,26,<=50K
40,Private,10,Married,White,Female,40,<=50K
43,Private,10,Married,White,Male,48,<=50K
20,Private,10,Single,White,Female,20,<=50K
32,Public,13,Married,White,Male,20,<=50K
19,Private,10,Single,White,Female,16,<=50K
21,Private,9,Single,White,Male,40,<=50K
23,Private,11,Married,White,Male,40,<=50K
24,Private,7,Single,Black,Female,40,<=50K
52,Private,11,Single,White,Male,32,<=50K
51,?,10,Single,White,Female,40,<=50K
19,Private,10,Single,White,Male,35,<=50K
54,Private,10,Married,White,Male,45,>50K
50,Private,9,Single,White,Female,48,<=50K
29,Private,10,Single,White,Male,40,<=50K
17,Private,6,Single,White,Male,10,<=50K
47,Private,9,Single,White,Female,37,<=50K
46,Private,13,Single,Black,Female,32,<=50K
?,Private,10,Married,White,Male,44,<=50K
58,Private,10,Married,White,Female,30,<=50K
48,Private,13,Single,Black,Female,40,<=50K
23,Private,10,Single,White,Male,40,<=50K
23,Private,11,Single,White,Female,36,<=50K
45,Private,9,Married,White,Male,40,<=50K
20,Private,10,Single,Black,Male,20,<=50K
26,Private,4,Single,White,Male,48,<=50K
50,Public,13,Single,White,Female,40,>50K
49,Private,9,Married,White,Male,48,>50K
26,Private,10,Single,White,Male,40,<=50K
47,Private,15,Single,White,Male,40,<=50K
31,Private,8,Single,White,Male,50,<=50K
19,?,10,Single,White,Female,40,<=50K
23,Private,6,Married,White,Male,40,<=50K
35,Private,9,Married,White,Male,40,<=50K
46,Private,10,Married,White,Male,50,>50K
28,Self-emp,7,Single,White,Male,40,<=50K
58,Private,10,Married,White,Male,45,>50K
21,Private,9,Single,White,Female,40,<=50K
50,Self-emp,6,Single,White,Female,50,<=50K
30,?,5,Single,White,Female,30,<=50K
31,Private,13,Single,White,Female,40,<=50K
31,Self-emp,13,Married,White,Female,20,<=50K
35,Self-emp,9,Married,White,Male,40,>50K
33,Private,16,Married,White,Male,60,>50K
34,Private,14,Married,White,Male,55,>50K
67,?,15,Married,White,Male,10,>50K
37,Private,9,Married,White,Male,45,>50K
48,Private,14,Married,White,Male,40,>50K
34,Public,13,Single,Asian,Male,40,<=50K
24,Private,10,Single,White,Male,40,<=50K
55,Private,9,Single,White,Female,40,<=50K
50,Private,9,Married,White,Male,40,>50K
40,Private,13,Married,White,Male,60,>50K
33,Private,13,Single,White,Male,30,<=50K
51,Public,10,Married,White,Male,40,<=50K
30,Private,10,Single,White,Male,40,<=50K
41,Private,9,Married,White,Male,40,<=50K
47,Public,11,Married,White,Male,40,>50K
27,Private,4,Single,White,Male,50,<=50K
37,Private,13,Single,White,Female,32,>50K
40,Private,11,Married,White,Male,40,<=50K
36,Private,9,Married,White,Male,40,<=50K
?,Private,9,Married,Black,Male,40,<=50K
38,Private,15,Single,White,Male,35,>50K
40,Self-emp,10,Married,White,Male,50,<=50K
35,Private,13,Single,White,Female,40,<=50K
47,Self-emp,9,Married,White,Female,20,>50K
20,?,10,Single,White,Male,60,<=50K
33,Private,14,Married,White,Male,45,>50K
45,Private,10,Single,White,Female,40,<=50K
66,?,10,Married,White,Male,40,>50K
35,Self-emp,9,Single,Black,Female,38,<=50K
32,Private,7,Married,White,Male,45,<=50K
23,Private,10,Married,Black,Male,50,<=50K
19,Private,9,Single,White,Female,15,<=50K
44,?,10,Married,White,Male,40,<=50K
20,Private,9,Single,Black,Male,35,<=50K
44,Self-emp,13,Married,White,Male,30,<=50K
41,Public,9,Married,White,Male,40,<=50K
19,Private,10,Single,White,Female,40,<=50K
48,Private,9,Single,White,Female,35,<=50K
45,Private,10,Married,White,Male,65,>50K
40,Private,4,Married,Asian,Male,42,<=50K
34,Private,9,Married,White,Male,55,>50K
20,Private,10,Single,Hispanic,Female,40,<=50K
33,Private,10,Single,White,Female,40,<=50K
30,Private,9,Married,White,Female,20,<=50K
23,Private,10,Single,White,Male,32,<=50K
34,Private,6,Single,White,Female,38,<=50K
48,Public,10,Married,White,Male,40,>50K
32,?,7,Single,White,Female,49,<=50K
42,Private,10,Married,Black,Male,40,>50K
22,Private,9,Single,Asian,Male,40,<=50K
60,Self-emp,9,Married,White,Male,42,>50K
42,Private,13,Married,White,Male,55,>50K
45,Private,13,Single,White,Female,55,<=50K
?,Private,9,Single,White,Female,32,<=50K
29,Private,14,Married,White,Female,40,>50K
34,Private,13,Single,White,Male,38,<=50K
34,Private,13,Single,White,Female,40,>50K
39,Public,9,Married,White,Male,40,<=50K
29,Private,10,Single,White,Female,24,<=50K
42,Self-emp,10,Single,White,Male,60,<=50K
48,Private,7,Single,Black,Female,35,<=50K
53,Private,13,Married,Black,Male,40,>50K
51,Private,10,Married,White,Female,45,<=50K
44,Self-emp,13,Married,White,Male,90,<=50K
46,Self-emp,11,Married,White,Male,60,>50K
51,Private,16,Single,White,Female,60,>50K
32,Private,10,Single,White,Female,40,<=50K
22,?,9,Single,Black,Male,30,<=50K
24,Private,10,Single,White,Male,45,<=50K
33,Private,11,Single,Black,Female,26,<=50K
47,Self-emp,9,Married,White,Male,90,<=50K
64,Self-emp,14,Single,White,Male,50,<=50K
62,Private,13,Married,White,Male,50,>50K
52,Private,9,Married,White,Male,40,>50K
39,Private,9,Single,White,Female,40,<=50K
42,Private,9,Married,White,Male,48,<=50K
38,Public,13,Married,White,Male,42,>50K
55,Private,4,Married,White,Male,50,<=50K
29,?,9,Married,White,Female,27,<=50K
42,Private,12,Single,White,Female,24,<=50K
30,Private,12,Married,White,Female,50,>50K
32,Private,5,Married,White,Male,40,<=50K
36,?,9,Married,White,Male,30,<=50K
50,Public,7,Single,Black,Female,40,<=50K
27,Private,9,Single,Asian,Male,40,<=50K
47,Private,9,Married,White,Male,60,<=50K
33,Private,5,Single,White,Male,35,<=50K
48,Self-emp,10,Single,White,Male,40,<=50K
23,Private,4,Single,White,Male,35,<=50K
31,Public,13,Married,White,Male,40,>50K
26,Private,10,Married,Black,Male,40,<=50K
61,Self-emp,9,Married,Asian,Male,63,<=50K
50,Private,13,Single,Black,Male,40,<=50K
49,Private,11,Married,White,Male,40,>50K
57,?,3,Married,White,Male,84,>50K
19,Private,9,Single,Asian,Male,24,<=50K
18,Private,7,Single,White,Male,15,<=50K
44,Self-emp,12,Married,White,Female,99,<=50K
54,Private,11,Married,White,Male,50,<=50K
35,Public,9,Married,White,Male,40,>50K
27,Public,14,Single,Asian,Male,20,<=50K
50,Self-emp,9,Married,White,Male,50,<=50K
43,Public,9,Married,White,Male,40,<=50K
28,Private,10,Single,White,Male,40,<=50K
47,Private,9,Married,White,Male,40,<=50K
21,Private,1,Single,White,Male,50,<=50K
30,Private,15,Single,White,Female,45,<=50K
19,Private,9,Single,White,Male,45,<=50K
40,Private,10,Married,White,Male,40,<=50K
55,Private,14,Married,White,Male,50,>50K
67,?,9,Single,White,Male,20,<=50K
31,Private,11,Single,White,Male,43,<=50K
30,Private,11,Single,White,Male,40,<=50K
54,?,1,Married,White,Female,40,<=50K
51,Public,13,Single,Amer-Indian,Female,43,<=50K
34,Private,9,Single,White,Female,40,<=50K
59,Private,14,Married,White,Male,45,>50K
50,Private,9,Single,White,Female,38,<=50K
29,Private,9,Single,White,Male,40,<=50K
17,Public,6,Single,White,Male,40,<=50K
24,Private,9,Single,White,Female,30,<=50K
52,?,1,Married,White,Male,40,<=50K
39,Private,14,Married,White,Female,18,>50K
18,?,8,Single,White,Female,25,<=50K
32,Private,10,Single,Black,Male,40,<=50K
25,?,10,Single,White,Female,50,<=50K
34,Private,9,Single,White,Female,45,<=50K
44,Self-emp,9,Married,White,Male,40,>50K
37,Public,10,Single,White,Female,40,<=50K
39,Private,14,Married,White,Female,65,>50K
32,Self-emp,15,Married,White,Male,40,>50K
23,Private,10,Single,White,Female,28,<=50K
45,Public,10,Single,White,Male,42,<=50K
30,Private,7,Single,White,Male,40,<=50K
20,Private,8,Single,White,Female,10,<=50K
41,Private,9,Married,White,Male,4,<=50K
21,Private,9,Single,White,Female,30,<=50K
48,Private,4,Married,Asian,Male,30,<=50K
31,Private,9,Married,White,Male,45,>50K
34,Private,11,Single,Black,Male,40,<=50K
25,Private,9,Single,Black,Male,40,<=50K
41,Self-emp,13,Single,White,Male,35,<=50K
35,Self-emp,15,Married,White,Male,50,>50K
42,Private,13,Single,White,Female,40,<=50K
34,Self-emp,9,Married,White,Male,75,>50K
44,Private,6,Married,White,Male,60,<=50K
32,Private,13,Married,White,Male,40,>50K
25,Private,10,Single,Asian,Male,40,<=50K
23,Private,7,Married,White,Male,50,<=50K
36,Private,15,Single,Hispanic,Male,40,>50K
53,Self-emp,13,Single,White,Male,60,>50K
27,Private,16,Single,White,Male,52,<=50K
27,Private,13,Single,White,Female,65,<=50K
57,Private,9,Single,White,Female,45,<=50K
17,Private,7,Single,White,Female,20,<=50K
59,Public,9,Single,White,Female,38,<=50K
34,Private,9,Single,White,Female,40,<=50K
30,Private,6,Married,White,Male,55,<=50K
31,Public,12,Single,Black,Female,45,<=50K
18,?,7,Single,White,Male,40,<=50K
23,Private,10,Single,White,Male,30,<=50K
19,Private,9,Single,White,Male,40,<=50K
20,Self-emp,11,Single,White,Male,40,<=50K
52,Self-emp,9,Single,White,Male,40,<=50K
39,Public,13,Married,White,Male,50,>50K
27,Private,9,Single,White,Female,50,<=50K
19,Private,10,Single,White,Female,35,<=50K
38,Public,13,Married,White,Female,15,<=50K
19,Private,9,Single,White,Male,16,<=50K
34,Private,13,Married,White,Female,40,>50K
41,Private,9,Married,White,Male,45,<=50K
23,Private,9,Married,White,Female,40,<=50K
24,?,12,Single,White,Male,12,<=50K
24,Private,13,Single,White,Female,40,<=50K
22,Private,6,Single,Amer-Indian,Male,84,<=50K
45,Private,15,Married,White,Male,60,>50K
45,Private,9,Married,White,Male,60,>50K
48,Private,13,Married,Asian,Male,40,>50K
42,Private,13,Married,White,Male,60,<=50K
35,Self-emp,10,Married,White,Male,50,<=50K
32,Private,9,Single,Amer-Indian,Female,40,<=50K
51,Public,9,Married,White,Female,32,<=50K
59,Private,10,Married,White,Male,40,>50K
31,Public,9,Single,White,Male,40,<=50K
27,Public,13,Single,White,Male,50,<=50K
29,Private,13,Married,Black,Male,80,>50K
57,Private,12,Married,White,Female,35,<=50K
40,Private,9,Single,White,Male,40,<=50K
31,Private,9,Single,White,Male,40,<=50K
23,Private,4,Single,White,Male,40,<=50K
42,Private,9,Single,White,Female,35,<=50K
60,Private,9,Married,White,Male,40,<=50K
53,Public,14,Single,White,Female,50,>50K
20,?,10,Single,White,Female,40,<=50K
27,Private,9,Single,White,Male,40,<=50K
31,Private,9,Married,White,Male,45,<=50K
29,Public,13,Single,White,Male,40,<=50K
?,Private,13,Single,White,Male,40,<=50K
42,Private,13,Single,White,Female,38,>50K
63,Self-emp,15,Married,White,Male,50,>50K
28,Private,9,Married,White,Male,40,<=50K
79,Private,10,Married,White,Male,20,<=50K
39,Private,9,Married,White,Male,40,>50K
29,Private,8,Single,Hispanic,Male,40,<=50K
60,Private,4,Single,White,Male,40,<=50K
?,Private,8,Married,White,Female,24,<=50K
20,Private,12,Single,White,Female,18,<=50K
44,Private,9,Married,White,Male,65,>50K
47,Private,9,Married,White,Male,48,<=50K
59,Private,9,Married,White,Male,24,>50K
37,Private,14,Single,White,Male,65,<=50K
21,Private,9,Single,White,Male,40,<=50K
68,Private,11,Married,White,Female,40,<=50K
43,Private,10,Married,White,Male,40,<=50K
23,?,10,Single,Black,Female,40,<=50K
23,Private,9,Single,White,Female,33,<=50K
40,Public,14,Single,White,Female,35,<=50K
45,Self-emp,10,Single,White,Female,35,<=50K
34,?,11,Married,White,Male,60,>50K
22,Private,10,Single,White,Male,40,<=50K
38,Private,13,Married,White,Male,50,>50K
24,Private,10,Single,White,Male,49,<=50K
23,Private,9,Married,White,Female,40,<=50K
39,Public,10,Married,White,Male,45,>50K
26,Private,10,Single,White,Male,40,<=50K
24,Private,9,Single,White,Male,40,<=50K
22,Private,10,Single,White,Male,25,<=50K
36,Private,13,Married,White,Male,55,<=50K
20,Private,10,Single,White,Female,20,<=50K
18,Private,7,Single,Black,Male,8,<=50K
38,Private,13,Married,White,Male,40,>50K
43,Self-emp,13,Single,White,Male,35,<=50K
56,Private,9,Single,Black,Male,40,<=50K
42,Private,14,Married,White,Male,40,>50K
35,Private,13,Married,White,Male,50,>50K
31,Private,10,Single,White,Female,45,<=50K
73,Private,2,Married,White,Male,20,<=50K
32,Private,10,Single,White,Female,42,<=50K
37,Private,14,Married,White,Male,45,>50K
66,Private,9,Married,White,Male,10,<=50K
22,Private,9,Single,White,Female,35,<=50K
51,Private,11,Married,White,Male,40,<=50K
31,Private,9,Single,White,Male,35,<=50K
65,Private,9,Single,White,Female,59,<=50K
39,Private,9,Married,Black,Female,45,<=50K
48,Private,10,Married,White,Female,37,<=50K
20,Private,10,Single,White,Female,40,<=50K
28,?,12,Single,White,Male,40,<=50K
48,Private,13,Married,White,Male,50,>50K
29,Public,15,Married,White,Male,80,<=50K
36,Self-emp,16,Single,White,Male,30,>50K
35,Self-emp,13,Married,White,Male,45,>50K
31,Private,10,Married,White,Male,40,>50K
48,Public,9,Married,White,Male,40,<=50K
36,Private,11,Single,White,Male,45,<=50K
40,Self-emp,9,Married,White,Male,50,<=50K
57,Private,9,Married,White,Male,15,<=50K
26,Public,13,Single,White,Female,35,<=50K
37,Public,9,Single,White,Female,40,<=50K
65,Private,16,Married,White,Male,40,>50K
26,Self-emp,6,Single,White,Female,32,<=50K
42,Private,10,Married,White,Male,40,<=50K
47,Private,14,Married,White,Male,40,>50K
62,Private,4,Single,White,Male,40,<=50K
27,Private,11,Single,White,Male,50,<=50K
76,Self-emp,10,Married,White,Male,8,<=50K
20,?,10,Single,White,Female,40,<=50K
29,Private,13,Single,White,Female,40,<=50K
29,Private,8,Married,White,Male,40,>50K
32,Private,6,Single,White,Male,40,<=50K
22,Self-emp,10,Married,White,Male,40,<=50K
30,Public,9,Single,Black,Female,50,<=50K
43,Public,10,Single,White,Female,40,<=50K
23,Private,13,Married,White,Male,20,<=50K
44,Public,15,Married,White,Male,40,>50K
41,Private,13,Single,White,Male,40,<=50K
49,Public,14,Single,Black,Female,40,>50K
30,Private,9,Single,White,Male,45,>50K
23,Private,10,Single,White,Male,35,<=50K
39,Private,9,Married,White,Female,40,<=50K
32,Private,13,Married,White,Male,60,>50K
50,Private,10,Married,White,Male,35,>50K
19,Private,10,Single,White,Female,40,<=50K
35,Private,13,Married,White,Male,52,>50K
23,Private,9,Single,White,Male,40,<=50K
25,Private,10,Single,White,Male,40,<=50K
40,Private,9,Single,White,Female,40,<=50K
30,Private,13,Married,Black,Male,42,>50K
52,Private,10,Married,White,Male,40,>50K
49,Private,10,Married,Black,Male,60,<=50K
24,Private,13,Single,White,Female,40,<=50K
46,Private,13,Married,White,Male,40,>50K
39,Private,13,Married,White,Male,50,>50K
45,Self-emp,13,Married,White,Male,50,>50K
62,Public,13,Married,White,Female,38,<=50K
43,Private,13,Married,White,Male,50,>50K
45,Private,10,Single,White,Female,40,<=50K
62,Self-emp,9,Married,White,Male,40,<=50K
48,Private,3,Single,White,Male,40,<=50K
56,Private,9,Single,Black,Female,40,<=50K
28,Private,9,Single,White,Female,35,<=50K
23,Private,9,Single,Black,Male,40,<=50K
43,Private,9,Single,White,Female,35,<=50K
26,Private,13,Married,White,Male,40,>50K
36,Private,9,Married,White,Male,50,>50K
55,Public,16,Single,White,Female,60,<=50K
48,Public,13,Single,White,Female,50,<=50K
43,Private,3,Married,Asian,Female,72,<=50K
38,Private,11,Married,White,Male,45,>50K
18,Private,9,Single,White,Male,30,<=50K
56,Self-emp,9,Married,White,Male,70,<=50K
39,Self-emp,14,Single,White,Male,40,<=50K
46,Private,3,Single,White,Male,50,<=50K
36,Private,7,Single,Amer-Indian,Male,65,<=50K
?,Self-emp,9,Married,White,Male,40,<=50K
50,Private,9,Married,White,Male,50,>50K
17,Private,7,Single,White,Male,20,<=50K
57,Private,4,Married,Black,Female,40,<=50K
73,Private,9,Married,White,Female,12,<=50K
50,Public,10,Single,White,Male,40,<=50K
35,Private,10,Single,White,Male,45,<=50K
27,Private,10,Married,White,Male,45,<=50K
24,?,10,Single,White,Female,40,<=50K
27,Private,10,Single,White,Male,40,<=50K
23,Self-emp,9,Single,White,Male,40,<=50K
25,Private,9,Single,White,Female,40,<=50K
51,Private,13,Married,White,Male,40,>50K
26,Private,6,Married,White,Female,40,<=50K
47,Private,10,Married,White,Male,45,<=50K
40,Private,9,Single,Black,Male,40,<=50K
58,Private,5,Single,White,Female,40,<=50K
25,Private,10,Single,White,Female,40,<=50K
29,Private,9,Married,White,Female,18,<=50K
36,Private,7,Married,White,Male,43,<=50K
46,Private,9,Single,White,Female,60,<=50K
69,Private,2,Married,Black,Female,4,<=50K
69,Private,9,Married,White,Female,40,<=50K
28,Private,9,Single,Black,Female,40,<=50K
20,Private,9,Single,White,Male,48,<=50K
54,Public,9,Single,Black,Female,35,<=50K
?,Private,10,Single,White,Male,40,<=50K
64,Public,9,Married,White,Male,40,<=50K
17,Private,9,Single,White,Female,20,<=50K
53,Public,9,Married,White,Male,40,<=50K
50,Private,5,Single,White,Male,50,<=50K
57,Private,9,Married,White,Female,38,<=50K
51,Private,10,Married,White,Male,40,<=50K
20,?,10,Single,White,Male,30,<=50K
47,Private,10,Married,White,Male,40,<=50K
25,Private,9,Single,White,Male,52,<=50K
50,Public,15,Married,White,Male,52,>50K
20,Private,9,Single,White,Female,30,<=50K
43,Public,15,Married,White,Male,70,>50K
46,Private,13,Single,White,Female,40,<=50K
54,Private,9,Single,White,Female,38,<=50K
53,Private,10,Single,Amer-Indian,Female,15,<=50K
21,Private,9,Single,White,Male,30,<=50K
58,Private,10,Single,White,Male,40,<=50K
30,Private,13,Married,White,Male,55,>50K
61,Private,9,Married,Black,Female,40,<=50K
56,Public,10,Single,White,Female,35,<=50K
59,Private,9,Single,White,Female,40,<=50K
72,Private,9,Married,White,Male,20,<=50K
33,Private,9,Single,White,Male,40,<=50K
46,Private,9,Married,White,Female,40,>50K
46,Public,10,Married,White,Male,38,>50K
48,Private,9,Single,Black,Female,28,<=50K
33,Private,9,Married,White,Male,40,<=50K
21,Private,10,Single,White,Female,40,<=50K
27,Private,9,Single,White,Female,45,<=50K
31,Private,9,Single,White,Male,40,<=50K
28,Private,13,Single,White,Male,40,<=50K
45,Public,10,Single,White,Female,38,<=50K
51,Private,9,Married,White,Male,40,>50K
46,Public,9,Single,Black,Female,40,<=50K
25,Private,10,Married,White,Male,25,<=50K
61,Private,10,Married,White,Male,40,>50K
17,Private,7,Single,White,Female,30,<=50K
26,Private,13,Single,White,Male,40,<=50K
35,Private,6,Single,White,Male,60,<=50K
33,Self-emp,7,Married,White,Male,70,<=50K
37,Private,8,Married,Asian,Female,33,<=50K
39,Public,9,Single,White,Female,35,<=50K
42,Private,9,Single,White,Female,30,<=50K
35,Private,13,Married,White,Male,47,>50K
45,Private,9,Single,White,Female,50,>50K
47,Self-emp,13,Single,White,Male,40,>50K
64,Private,7,Married,White,Male,48,<=50K
39,Private,15,Married,White,Female,47,>50K
43,?,9,Single,White,Female,40,<=50K
34,Private,9,Married,White,Male,40,<=50K
62,Private,13,Married,White,Male,40,>50K
53,Private,10,Married,White,Male,40,>50K
31,Private,13,Married,White,Male,40,<=50K
26,Private,9,Married,White,Male,40,<=50K
56,Self-emp,4,Married,White,Male,50,>50K
43,Private,10,Single,White,Female,40,<=50K
33,Private,10,Single,Black,Male,35,<=50K
45,Self-emp,10,Married,White,Male,40,>50K
46,Private,10,Single,White,Male,55,<=50K
26,Private,11,Married,White,Male,80,<=50K
24,Private,9,Single,White,Female,40,<=50K
43,Private,13,Married,White,Male,50,>50K
40,Private,11,Single,White,Male,40,<=50K
61,Private,4,Single,White,Male,35,<=50K
34,Public,10,Single,Black,Female,72,<=50K
85,Private,9,Married,White,Male,35,<=50K
41,Private,9,Single,White,Female,40,<=50K
31,Public,12,Single,White,Female,35,<=50K
22,Private,10,Single,White,Female,30,<=50K
60,Private,9,Married,Black,Female,40,<=50K
29,Private,12,Single,White,Female,36,<=50K
34,?,9,Married,White,Male,40,<=50K
35,Public,13,Single,Asian,Female,45,<=50K
24,Private,9,Single,White,Male,30,<=50K
45,Public,14,Single,Black,Male,40,<=50K
21,Public,8,Single,Black,Male,20,<=50K
30,Private,12,Married,White,Female,37,>50K
50,Self-emp,10,Married,White,Male,99,>50K
41,Self-emp,9,Married,White,Male,40,>50K
21,Private,9,Single,White,Female,33,<=50K
45,Private,9,Married,White,Male,45,<=50K
34,Private,13,Married,White,Male,40,>50K
28,Private,9,Single,White,Male,40,<=50K
?,Private,9,Single,White,Male,40,<=50K
26,Private,13,Single,White,Male,50,>50K
48,Private,13,Married,White,Male,45,>50K
69,Private,13,Married,White,Male,40,>50K
41,Private,10,Single,White,Female,40,<=50K
43,Private,13,Single,White,Female,40,<=50K
28,Private,9,Single,White,Male,40,<=50K
?,Public,10,Single,White,Female,28,<=50K
31,Private,13,Single,White,Male,38,<=50K
28,Private,13,Single,White,Female,40,<=50K
51,Private,13,Married,White,Male,40,>50K
45,Private,10,Single,White,Female,80,<=50K
43,Private,9,Single,Black,Male,38,<=50K
31,Private,12,Married,White,Male,60,<=50K
31,Private,10,Married,White,Male,55,>50K
45,Private,10,Married,Asian,Male,40,<=50K
20,Private,13,Single,Black,Female,30,<=50K
25,Private,13,Single,White,Male,40,<=50K
36,Private,9,Married,White,Female,30,<=50K
31,Private,13,Single,White,Male,50,<=50K
56,Private,10,Married,White,Male,45,<=50K
26,Private,13,Single,White,Male,18,<=50K
47,Self-emp,10,Single,White,Female,65,<=50K
40,Self-emp,9,Married,White,Male,50,<=50K
32,Private,9,Married,White,Female,48,<=50K
34,Public,14,Single,Black,Female,24,<=50K
37,Private,9,Married,White,Male,55,<=50K
38,Private,9,Married,White,Male,45,<=50K
19,Private,11,Single,Asian,Male,16,<=50K
49,Private,5,Single,White,Female,40,<=50K
18,?,9,Single,Black,Female,25,<=50K
26,Private,12,Single,White,Female,40,<=50K
82,Private,4,Married,White,Male,2,<=50K
40,Private,9,Single,White,Male,40,<=50K
28,Private,10,Single,White,Male,50,<=50K
23,Private,9,Married,Black,Male,37,<=50K
19,Private,10,Single,White,Male,40,<=50K
67,Private,9,Married,Black,Male,32,<=50K
43,Private,13,Married,White,Male,40,>50K
41,Private,12,Single,Hispanic,Female,50,<=50K
37,Private,11,Single,White,Female,40,<=50K
20,Private,9,Single,White,Male,40,<=50K
40,Private,9,Single,White,Male,40,<=50K
47,Private,14,Single,White,Male,50,>50K
40,Private,9,Married,White,Male,40,<=50K
39,Public,13,Single,White,Female,40,<=50K
24,Private,10,Single,Black,Female,20,<=50K
78,?,9,Married,White,Male,32,<=50K
67,?,11,Married,White,Female,1,<=50K
49,Private,13,Married,White,Male,45,>50K
66,Private,9,Single,White,Male,10,<=50K
52,Private,9,Single,White,Female,40,<=50K
59,Self-emp,9,Single,White,Male,60,<=50K
72,Private,9,Married,White,Female,12,<=50K
35,Public,9,Single,White,Male,40,<=50K
30,Private,13,Married,White,Female,40,>50K
36,Private,10,Single,White,Male,40,<=50K
26,Private,9,Single,White,Female,40,<=50K
23,Private,13,Single,White,Male,35,<=50K
39,Private,13,Married,White,Male,40,>50K
40,Self-emp,15,Married,White,Male,40,<=50K
29,Private,13,Single,White,Male,40,<=50K
38,Private,13,Single,White,Male,20,<=50K
63,Private,13,Single,White,Male,40,<=50K
58,Self-emp,9,Married,White,Male,40,>50K
30,Private,9,Single,White,Female,40,<=50K
38,Public,9,Single,Black,Female,40,<=50K
25,Private,3,Single,White,Female,33,<=50K
44,Public,14,Married,White,Male,40,>50K
43,Private,11,Married,White,Female,40,>50K
21,Private,10,Single,White,Male,30,<=50K
41,Public,12,Single,White,Male,40,<=50K
38,Private,13,Married,White,Male,50,>50K
75,?,13,Married,White,Male,6,<=50K
29,Private,10,Married,White,Male,40,<=50K
52,Self-emp,9,Married,White,Male,70,<=50K
47,Private,9,Single,White,Female,45,<=50K
28,Private,11,Married,White,Male,50,>50K
24,Private,10,Married,White,Female,40,<=50K
30,Public,14,Married,Asian,Male,10,<=50K
30,Private,10,Married,White,Male,60,>50K
40,Private,12,Single,White,Male,40,>50K
27,Private,10,Single,White,Female,30,<=50K
26,Private,9,Single,White,Male,44,<=50K
32,Private,9,Single,White,Male,37,<=50K
36,Public,13,Single,White,Female,40,<=50K
26,Private,8,Single,Black,Male,40,<=50K
25,Private,10,Single,Black,Male,40,<=50K
39,Private,10,Single,White,Female,40,<=50K
27,Private,11,Married,White,Male,40,<=50K
24,Private,9,Married,White,Male,50,<=50K
38,Self-emp,13,Married,White,Male,40,>50K
35,Self-emp,9,Married,White,Male,55,<=50K
29,Private,11,Single,White,Male,40,<=50K
49,Private,9,Single,Black,Female,40,<=50K
36,Private,5,Married,White,Male,40,<=50K
47,Self-emp,16,Married,White,Male,50,<=50K
21,Private,10,Single,White,Male,40,<=50K
35,Private,13,Single,Asian,Female,40,>50K
38,Private,2,Married,White,Male,40,<=50K
66,?,10,Married,White,Male,40,<=50K
45,Private,14,Married,White,Male,50,>50K
19,Private,10,Single,White,Female,15,<=50K
18,Private,9,Single,White,Male,22,<=50K
37,Private,15,Married,White,Male,40,<=50K
49,Private,13,Single,White,Female,40,<=50K
33,Public,11,Married,White,Male,48,>50K
27,Private,10,Married,White,Male,40,>50K
34,Public,10,Single,White,Female,35,<=50K
54,Public,14,Married,Asian,Female,40,<=50K
24,Self-emp,10,Single,White,Male,40,<=50K
44,Self-emp,15,Married,White,Male,60,>50K
48,Self-emp,13,Single,White,Male,50,<=50K
23,Private,9,Single,White,Female,40,<=50K
29,Private,9,Single,White,Male,38,<=50K
21,Private,12,Single,White,Female,9,<=50K
18,Private,8,Single,White,Female,32,<=50K
18,Private,5,Single,Hispanic,Female,32,<=50K
?,Private,9,Single,White,Male,40,<=50K
